,0
1419,SHIBUSDT
1420,SHIBBUSD
1421,ICPBTC
1422,ICPBNB
1423,ICPBUSD
1424,ICPUSDT
1425,BTCGYEN
1426,USDTGYEN
1427,SHIBEUR
1428,SHIBRUB
1429,ETCEUR
1430,ETCBRL
1431,DOGEBIDR
1432,ARBTC
1433,ARBNB
1434,ARBUSD
1435,ARUSDT
1436,POLSBTC
1437,POLSBNB
1438,POLSBUSD
1439,POLSUSDT
1440,MDXBTC
1441,MDXBNB
1442,MDXBUSD
1443,MDXUSDT
1444,MASKBNB
1445,MASKBUSD
1446,MASKUSDT
1447,LPTBTC
1448,LPTBNB
1449,LPTBUSD
1450,LPTUSDT
1451,ETHUAH
1452,MATICBRL
1453,SOLEUR
1454,SHIBBRL
1455,AGIXBTC
1456,ICPEUR
1457,MATICGBP
1458,SHIBTRY
1459,MATICBIDR
1460,MATICRUB
1461,NUBTC
1462,NUBNB
1463,NUBUSD
1464,NUUSDT
1465,XVGUSDT
1466,RLCBUSD
1467,CELRBUSD
1468,ATMBUSD
1469,ZENBUSD
1470,FTMBUSD
1471,THETABUSD
1472,WINBUSD
1473,KAVABUSD
1474,XEMBUSD
1475,ATABTC
1476,ATABNB
1477,ATABUSD
1478,ATAUSDT
1479,GTCBTC
1480,GTCBNB
1481,GTCBUSD
1482,GTCUSDT
1483,TORNBTC
1484,TORNBNB
1485,TORNBUSD
1486,TORNUSDT
1487,MATICTRY
1488,ETCGBP
1489,SOLGBP
1490,BAKEBTC
1491,COTIBUSD
1492,KEEPBTC
1493,KEEPBNB
1494,KEEPBUSD
1495,KEEPUSDT
1496,SOLTRY
1497,RUNEGBP
1498,SOLBRL
1499,SCBUSD
1500,CHRBUSD
1501,STMXBUSD
1502,HNTBUSD
1503,FTTBUSD
1504,DOCKBUSD
1505,ADABIDR
1506,ERNBNB
1507,ERNBUSD
1508,ERNUSDT
1509,KLAYBTC
1510,KLAYBNB
1511,KLAYBUSD
1512,KLAYUSDT
1513,RUNEEUR
1514,MATICAUD
1515,DOTRUB
1516,UTKBUSD
1517,IOTXBUSD
1518,PHAUSDT
1519,SOLRUB
1520,RUNEAUD
1521,BUSDUAH
1522,BONDBTC
1523,BONDBNB
1524,BONDBUSD
1525,BONDUSDT
1526,MLNBTC
1527,MLNBNB
1528,MLNBUSD
1529,MLNUSDT
1530,GRTTRY
1531,CAKEBRL
1532,ICPRUB
1533,DOTAUD
1534,AAVEBRL
1535,EOSAUD
1536,DEXEUSDT
1537,LTOBUSD
1538,ADXBUSD
1539,QUICKBTC
1540,QUICKBNB
1541,QUICKBUSD
1542,C98USDT
1543,C98BUSD
1544,C98BNB
1545,C98BTC
1546,CLVBTC
1547,CLVBNB
1548,CLVBUSD
1549,CLVUSDT
1550,QNTBTC
1551,QNTBNB
1552,QNTBUSD
1553,QNTUSDT
1554,FLOWBTC
1555,FLOWBNB
1556,FLOWBUSD
1557,FLOWUSDT
1558,XECBUSD
1559,AXSBRL
1560,AXSAUD
1561,TVKUSDT
1562,MINABTC
1563,MINABNB
1564,MINABUSD
1565,MINAUSDT
1566,RAYBNB
1567,RAYBUSD
1568,RAYUSDT
1569,FARMBTC
1570,FARMBNB
1571,FARMBUSD
1572,FARMUSDT
1573,ALPACABTC
1574,ALPACABNB
1575,ALPACABUSD
1576,ALPACAUSDT
1577,TLMTRY
1578,QUICKUSDT
1579,ORNBUSD
1580,MBOXBTC
1581,MBOXBNB
1582,MBOXBUSD
1583,MBOXUSDT
1584,VGXBTC
1585,VGXETH
1586,FORUSDT
1587,REQUSDT
1588,GHSTUSDT
1589,TRURUB
1590,FISBRL
1591,WAXPUSDT
1592,WAXPBUSD
1593,WAXPBNB
1594,WAXPBTC
1595,TRIBEBTC
1596,TRIBEBNB
1597,TRIBEBUSD
1598,TRIBEUSDT
1599,GNOUSDT
1600,GNOBUSD
1601,GNOBNB
1602,GNOBTC
1603,ARPATRY
1604,PROMBTC
1605,MTLBUSD
1606,OGNBUSD
1607,XECUSDT
1608,C98BRL
1609,SOLAUD
1610,XRPBIDR
1611,POLYBUSD
1612,ELFUSDT
1613,DYDXUSDT
1614,DYDXBUSD
1615,DYDXBNB
1616,DYDXBTC
1617,ELFBUSD
1618,POLYUSDT
1619,IDEXUSDT
1620,VIDTUSDT
1621,SOLBIDR
1622,AXSBIDR
1623,BTCUSDP
1624,ETHUSDP
1625,BNBUSDP
1626,USDPBUSD
1627,USDPUSDT
1628,GALAUSDT
1629,GALABUSD
1630,GALABNB
1631,GALABTC
1632,FTMBIDR
1633,ALGOBIDR
1634,CAKEAUD
1635,KSMAUD
1636,WAVESRUB
1637,SUNBUSD
1638,ILVUSDT
1639,ILVBUSD
1640,ILVBNB
1641,ILVBTC
1642,RENBUSD
1643,YGGUSDT
1644,YGGBUSD
1645,YGGBNB
1646,YGGBTC
1647,STXBUSD
1648,SYSUSDT
1649,DFUSDT
1650,SOLUSDC
1651,ARPARUB
1652,LTCUAH
1653,FETBUSD
1654,ARPABUSD
1655,LSKBUSD
1656,AVAXBIDR
1657,ALICEBIDR
1658,FIDAUSDT
1659,FIDABUSD
1660,FIDABNB
1661,FIDABTC
1662,DENTBUSD
1663,FRONTUSDT
1664,CVPUSDT
1665,AGLDBTC
1666,AGLDBNB
1667,AGLDBUSD
1668,AGLDUSDT
1669,RADBTC
1670,RADBNB
1671,RADBUSD
1672,RADUSDT
1673,UNIAUD
1674,HIVEBUSD
1675,STPTBUSD
1676,BETABTC
1677,BETABNB
1678,BETABUSD
1679,BETAUSDT
1680,SHIBAUD
1681,RAREBTC
1682,RAREBNB
1683,RAREBUSD
1684,RAREUSDT
1685,AVAXBRL
1686,AVAXAUD
1687,LUNAAUD
1688,TROYBUSD
1689,AXSETH
1690,FTMETH
1691,SOLETH
1692,SSVBTC
1693,SSVETH
1694,LAZIOTRY
1695,LAZIOEUR
1696,LAZIOBTC
1697,LAZIOUSDT
1698,CHESSBTC
1699,CHESSBNB
1700,CHESSBUSD
1701,CHESSUSDT
1702,FTMAUD
1703,FTMBRL
1704,SCRTBUSD
1705,ADXUSDT
1706,AUCTIONUSDT
1707,CELOBUSD
1708,FTMRUB
1709,NUAUD
1710,NURUB
1711,REEFTRY
1712,REEFBIDR
1713,SHIBDOGE
1714,DARUSDT
1715,DARBUSD
1716,DARBNB
1717,DARBTC
1718,BNXBTC
1719,BNXBNB
1720,BNXBUSD
1721,BNXUSDT
1722,RGTUSDT
1723,RGTBTC
1724,RGTBUSD
1725,RGTBNB
1726,LAZIOBUSD
1727,OXTBUSD
1728,MANATRY
1729,ALGORUB
1730,SHIBUAH
1731,LUNABIDR
1732,AUDUSDC
1733,MOVRBTC
1734,MOVRBNB
1735,MOVRBUSD
1736,MOVRUSDT
1737,CITYBTC
1738,CITYBNB
1739,CITYBUSD
1740,CITYUSDT
1741,ENSBTC
1742,ENSBNB
1743,ENSBUSD
1744,ENSUSDT
1745,SANDETH
1746,DOTETH
1747,MATICETH
1748,ANKRBUSD
1749,SANDTRY
1750,MANABRL
1751,KP3RUSDT
1752,QIUSDT
1753,QIBUSD
1754,QIBNB
1755,QIBTC
1756,PORTOBTC
1757,PORTOUSDT
1758,PORTOTRY
1759,PORTOEUR
1760,POWRUSDT
1761,POWRBUSD
1762,AVAXETH
1763,SLPTRY
1764,FISTRY
1765,LRCTRY
1766,CHRETH
1767,FISBIDR
1768,VGXUSDT
1769,GALAETH
1770,JASMYUSDT
1771,JASMYBUSD
1772,JASMYBNB
1773,JASMYBTC
1774,AMPBTC
1775,AMPBNB
1776,AMPBUSD
1777,AMPUSDT
1778,PLABTC
1779,PLABNB
1780,PLABUSD
1781,PLAUSDT
1782,PYRBTC
1783,PYRBUSD
1784,PYRUSDT
1785,RNDRBTC
1786,RNDRUSDT
1787,RNDRBUSD
1788,ALCXBTC
1789,ALCXBUSD
1790,ALCXUSDT
1791,SANTOSBTC
1792,SANTOSUSDT
1793,SANTOSBRL
1794,SANTOSTRY
1795,MCBTC
1796,MCBUSD
1797,MCUSDT
1798,BELTRY
1799,COCOSBUSD
1800,DENTTRY
1801,ENJTRY
1802,NEORUB
1803,SANDAUD
1804,SLPBIDR
1805,ANYBTC
1806,ANYBUSD
1807,ANYUSDT
1808,BICOBTC
1809,BICOBUSD
1810,BICOUSDT
1811,FLUXBTC
1812,FLUXBUSD
1813,FLUXUSDT
1814,ALICETRY
1815,FXSUSDT
1816,GALABRL
1817,GALATRY
1818,LUNATRY
1819,REQBUSD
1820,SANDBRL
1821,MANABIDR
1822,SANDBIDR
1823,VOXELBTC
1824,VOXELBNB
1825,VOXELBUSD
1826,VOXELUSDT
1827,COSBUSD
1828,CTXCBUSD
1829,FTMTRY
1830,MANABNB
1831,MINATRY
1832,XTZTRY
1833,HIGHBTC
1834,HIGHBUSD
1835,HIGHUSDT
1836,CVXBTC
1837,CVXBUSD
1838,CVXUSDT
1839,PEOPLEBTC
1840,PEOPLEBUSD
1841,PEOPLEUSDT
1842,OOKIBUSD
1843,OOKIUSDT
1844,COCOSTRY
1845,GXSBNB
1846,LINKBNB
1847,LUNAETH
1848,MDTBUSD
1849,NULSBUSD
1850,SPELLBTC
1851,SPELLUSDT
1852,SPELLBUSD
1853,USTBTC
1854,USTBUSD
1855,USTUSDT
1856,JOEBTC
1857,JOEBUSD
1858,JOEUSDT
1859,ATOMETH
1860,DUSKBUSD
1861,EGLDETH
1862,ICPETH
1863,LUNABRL
1864,LUNAUST
1865,NEARETH
1866,ROSEBNB
1867,VOXELETH
1868,ALICEBNB
1869,ATOMTRY
1870,ETHUST
1871,GALAAUD
1872,LRCBNB
1873,ONEETH
1874,OOKIBNB
1875,ACHBTC
1876,ACHBUSD
1877,ACHUSDT
1878,IMXBTC
1879,IMXBUSD
1880,IMXUSDT
1881,GLMRBTC
1882,GLMRBUSD
1883,GLMRUSDT
1884,ATOMBIDR
1885,DYDXETH
1886,FARMETH
1887,FORBNB
1888,ICPTRY
1889,JASMYETH
1890,LINABNB
1891,OOKIETH
1892,ROSEETH
1893,UMABUSD
1894,UNIETH
1895,XTZETH
1896,LOKABTC
1897,LOKABNB
1898,LOKABUSD
1899,LOKAUSDT
1900,ATOMBRL
1901,BNBUST
1902,CRVETH
1903,HIGHBNB
1904,NEARRUB
1905,ROSETRY
1906,SCRTUSDT
1907,API3BTC
1908,API3BUSD
1909,API3USDT
1910,BTTCUSDT
1911,BTTCUSDC
1912,BTTCTRY
1913,ACABTC
1914,ACABUSD
1915,ACAUSDT
1916,ANCBTC
1917,ANCBUSD
1918,ANCUSDT
1919,BDOTDOT
1920,XNOBTC
1921,XNOETH
1922,XNOBUSD
1923,XNOUSDT
1924,COSTRY
1925,KAVAETH
1926,MCBNB
1927,ONETRY
1928,WOOBTC
1929,WOOBNB
1930,WOOBUSD
1931,WOOUSDT
1932,CELRETH
1933,PEOPLEBNB
1934,SLPBNB
1935,SPELLBNB
1936,SPELLTRY
1937,TFUELBUSD
1938,AXSTRY
1939,DARTRY
1940,NEARTRY
1941,IDEXBNB
1942,ALPINEEUR
1943,ALPINETRY
1944,ALPINEUSDT
1945,ALPINEBTC
1946,TUSDT
1947,TBUSD
1948,API3BNB
1949,BETAETH
1950,INJTRY
1951,TLMBNB
1952,ASTRBUSD
1953,ASTRUSDT
1954,API3TRY
1955,GLMRBNB
1956,MBOXTRY
1957,NBTBIDR
1958,NBTUSDT
1959,GMTBTC
1960,GMTBNB
1961,GMTBUSD
1962,GMTUSDT
1963,ANCBNB
1964,ATOMEUR
1965,GALAEUR
1966,KSMETH
1967,UMATRY
1968,KDABTC
1969,KDABUSD
1970,KDAUSDT
1971,APEUSDT
1972,APEBUSD
1973,APEBTC
1974,ALPINEBUSD
1975,LUNAGBP
1976,NEAREUR
1977,TWTTRY
1978,WAVESEUR
1979,APEEUR
1980,APEGBP
1981,APETRY
1982,BSWUSDT
1983,BSWBUSD
1984,BSWBNB
1985,APEBNB
1986,GMTBRL
1987,GMTETH
1988,JASMYTRY
1989,SANTOSBUSD
1990,APEAUD
1991,BIFIUSDT
1992,GMTEUR
1993,IMXBNB
1994,RUNEETH
1995,AVAXGBP
1996,MULTIBTC
1997,MULTIBUSD
1998,MULTIUSDT
1999,APEETH
2000,BSWETH
2001,FILTRY
2002,FTMEUR
2003,GMTGBP
2004,ZILTRY
2005,GMTTRY
2006,WAVESTRY
2007,BTCUST
2008,ASTRBTC
2009,ASTRETH
2010,BSWTRY
2011,FTTETH
2012,FUNBNB
2013,PORTOBUSD
2014,STEEMUSDT
2015,ZILEUR
2016,APEBRL
2017,AUDIOTRY
2018,BTTCBUSD
2019,GMTAUD
2020,MBLBUSD
2021,MOBUSDT
2022,MOBBUSD
2023,MOBBTC
2024,NEXOUSDT
2025,NEXOBUSD
2026,NEXOBTC
2027,REIUSDT
2028,REIBNB
2029,REIETH
